"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Authorized Contact - Date of Birth","authorized_contact___date_of_birth","date","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Authorized Contact - Email","authorized_contact___email","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Authorized Contact - First Name","authorized_contact___first_name","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Authorized Contact - Last Name","authorized_contact___last_name","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Authorized Contact - Phone Number","authorized_contact___phone_number","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Authorized Contact - Title","authorized_contact___title","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Authorized Contact ID","authorized_contact_id","string","","restaurant_contact_information","true","","false","false","false","true","false","false","Lucas Graham","Form (1)","0%","",""
"Billing Contact - Email","billing_contact___email","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Billing Contact - First Name","billing_contact___first_name","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Billing Contact - Last Name","billing_contact___last_name","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Billing Contact - Phone Number","billing_contact___phone_number","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Billing Contact - Title","billing_contact___title","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Different Billing Contact","different_billing_contact","enumeration","","restaurant_contact_information","true","Yes (true); No (false)","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Different Onboarding Contact","different_onboarding_contact","enumeration","","restaurant_contact_information","true","Yes (true); No (false)","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Onboarding Contact - Email","onboarding_contact___email","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Onboarding Contact - First Name","onboarding_contact___first_name","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Onboarding Contact - Last Name","onboarding_contact___last_name","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Onboarding Contact - Phone Number","onboarding_contact___phone_number","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
"Onboarding Contact - Title","onboarding_contact___title","string","","restaurant_contact_information","true","","false","false","false","false","false","false","Lucas Graham","Form (1); Automation platform flow (1)","0%","",""
